OrderId,StopSequenceNumber,CargoChangeSequenceNumber,CargoChangeType,GeneralDescription,Weight,TruckNumber,TrailerNumber,Driver1Name,Driver2Name
000000000005,5,2,Drop,WSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],4690.8,,,Francis I. Underwood,
000000000005,8,1,Load,GSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],2092.27,150362481838,935353828558,Kevin Perry-Xing,
000000000005,9,1,Hook,krazy glue,9152.35,,750491966786,Betty Perry,
000000000005,10,1,Load,RSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],3539.22,894638927493,,Roberta Q. Edwards,
000000000005,11,1,Unload,NSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],2785.96,496056302645,,Louise Mitchell,
000000000006,2,1,Load,ISystem.Linq.Enumerable+EnumerablePartition`1[System.Char],7686.71,987533680376,,William Underwood-Edwards,
000000000006,3,1,Hook,BSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],2068.87,844815333077,,Charles K. Perry-Quasnoy,
000000000006,4,1,Hook,DSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],2270.88,861171052388,476267637756,Danielle Mitchell,
000000000006,5,1,Drop,GSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],7689.48,877420181557,,Samuel T. Williams-Nelson,
000000000007,2,1,Hook,LSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],5331.24,,661209396655,George L. Smith,
000000000007,3,1,Drop,ESystem.Linq.Enumerable+EnumerablePartition`1[System.Char],699.54,486373482076,,Samuel K. Underwood,
000000000007,4,1,Unload,BSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],1157.11,109138250137,,George Williams,
000000000007,5,1,Hook,HSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],892.57,,81358297180,Tammy Q. Yarbrough,
000000000007,6,1,Drop,MSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],8147.42,,292001236928,George Q. Yarbrough,
000000000007,7,1,Hook,USystem.Linq.Enumerable+EnumerablePartition`1[System.Char],6906.64,,,Tammy Mitchell,
000000000007,8,1,Load,stovepipe hats,9671.51,893209892923,39513288064,William G. Grimes,
000000000007,8,2,Unload,turtle eggs,3649.75,689108273603,709174801248,Tammy E. Quasnoy,
000000000007,9,1,Load,ASystem.Linq.Enumerable+EnumerablePartition`1[System.Char],6814.29,583728245818,270962538998,Xaviera I. French,
000000000007,9,2,Unload,VSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],1317.16,651196452371,,Tammy R. Mitchell,
000000000007,10,1,Unload,YSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],7057.02,495709961104,,Patricia Mitchell,
000000000007,11,1,Hook,orange juice,7682.41,346836724214,,Harriet J. Williams,
000000000007,13,1,Unload,USystem.Linq.Enumerable+EnumerablePartition`1[System.Char],4880.1,868970619421,11150175497,George Williams Underwood,
000000000008,2,1,Hook,XSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],3113.87,,,Xaviera V. Jackson,
000000000008,3,1,Unload,velvet,8880.04,580405293866,136907560157,Harriet K. Harrison,
000000000008,4,1,Unload,QSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],8621.84,265870449663,266544554075,Tammy L. Underwood,Isaiah Yarbrough
000000000008,5,1,Drop,ASystem.Linq.Enumerable+EnumerablePartition`1[System.Char],8857.96,787770791059,,Patricia U. Edwards,
000000000008,6,1,Unload,XSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],7249.57,47621602039,84049154357,George Mitchell French,
000000000008,7,1,Drop,engine parts,1254.56,987623258008,88006510213,Quincy F. Kern,
000000000009,2,1,Hook,SSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],2422.47,222726917396,646051899895,Quincy Covington-Grimes,
000000000009,3,1,Drop,RSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],5014.11,752542753636,851899509358,Yancey Kern,
000000000010,2,1,Load,quilts,7135.86,,819498675038,Louise Anderson,
000000000010,3,1,Load,WSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],5014.67,559088101919,743310427942,Kevin Xing-Quasnoy,
000000000010,5,1,Load,ASystem.Linq.Enumerable+EnumerablePartition`1[System.Char],2518.39,33331651152,665357929945,Roberta U. Anderson,
000000000010,6,1,Drop,SSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],5298.58,,658065921067,Mitchell Thompson,
000000000011,2,1,Load,JSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],7274,262052693538,885779528556,Nancy D. Nelson,
000000000011,4,1,Unload,RSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],5610.33,498719762366,,Kevin Ramakrishnan,
000000000012,2,1,Hook,LSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],9634.09,531774330212,,Danielle E. O'Toole-Mitchell,
000000000012,3,1,Load,CSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],2430.42,,80299862026,Eduardo Yarbrough,
000000000012,4,1,Unload,QSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],283.74,,483978402358,Francis O. O'Toole-Quasnoy,
000000000012,5,1,Drop,gold,4102.8,266362254481,910155060476,Tammy P. Lewis,
000000000012,6,1,Unload,apples,7313.86,72599734023,,Quincy M. Underwood,
000000000012,7,1,Hook,KSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],3322.77,71211508607,,Betty Williams,
000000000012,8,1,Load,USystem.Linq.Enumerable+EnumerablePartition`1[System.Char],9540.97,,,Betty Jackson,
000000000012,9,1,Drop,engine parts,260.27,,711920985211,Nancy K. Smith,
000000000013,2,1,Load,TSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],4779.51,,,Xaviera J. Grimes,
000000000013,4,1,Hook,Caesar salad mix,8118.85,,431884364700,Francis Covington,
000000000013,4,2,Drop,radium,8554.97,688732716209,360200768057,Danielle C. Nelson,
000000000013,5,1,Drop,NSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],3561.34,677091939804,697943071057,Yancey L. Covington,
000000000014,2,1,Hook,ESystem.Linq.Enumerable+EnumerablePartition`1[System.Char],7469.28,,335288547182,Mitchell Mitchell,
000000000014,3,1,Load,BSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],6244.41,315076706590,349958653341,Mitchell Velazquez-Smith,
000000000014,3,2,Unload,velvet,9246.85,443097044819,240262642976,Danielle Grimes,
000000000014,4,1,Hook,orange juice,7344.96,,419031487470,Janice Dawson,
000000000014,6,1,Hook,DSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],1500.45,331509838675,435991977781,Danielle C. Jackson,
000000000014,7,1,Drop,NSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],4075.35,,618655871910,Ulysses F. Grimes Quasnoy,
000000000015,2,1,Hook,ASystem.Linq.Enumerable+EnumerablePartition`1[System.Char],404.95,825779394231,30512540029,Eduardo Perry-Quasnoy,Tammy Velazquez
000000000015,3,1,Hook,dogfood,1315.83,764396296210,313179533305,Roberta Xing,
000000000015,4,1,Hook,engine parts,3771.61,693697423622,451061589565,Samuel Irvin,
000000000015,4,2,Drop,WSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],7439.38,,,Francis Anderson,
000000000015,5,1,Drop,ASystem.Linq.Enumerable+EnumerablePartition`1[System.Char],7763.68,780145775515,461002727665,Patricia Anderson,
000000000015,6,1,Hook,GSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],7452.86,323351702754,,Louise Edwards,
000000000015,7,1,Hook,OSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],9956.66,138676209898,666105833421,Danielle Q. Jackson,
000000000015,8,1,Hook,BSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],5124.21,,107376195573,Betty Yarbrough,
000000000015,9,1,Hook,OSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],7388.55,578452611157,,Velma Benitez Thompson,
000000000015,10,1,Drop,machinery,3946.19,894761342304,636496639126,Alfred Grimes,
000000000016,2,1,Load,KSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],5403.85,,,Francis M. Kern,
000000000016,3,1,Hook,QSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],2800.87,548202859226,,Danielle Anderson-Edwards,
000000000016,3,2,Drop,NSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],5033.42,814031035665,51518960036,Eduardo Kern-Grimes,
000000000016,4,1,Unload,apples,5611.52,,836863434872,Patricia D. Smith,
000000000016,5,1,Unload,dogfood,7493.38,,413317056408,Isaiah X. Irvin,
000000000016,7,1,Hook,ice cream cones,9146.81,522672703477,,Mitchell Irvin-Xing,
000000000016,8,1,Hook,ESystem.Linq.Enumerable+EnumerablePartition`1[System.Char],6032.29,,222744621940,Velma Kern-Xing,George F. Grimes
000000000016,9,1,Unload,WSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],4376.05,,,William Lewis,
000000000017,2,1,Hook,WSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],5050.16,982688899447,514803555531,Nancy B. French,
000000000017,3,1,Hook,YSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],1752.04,79641079229,951640232972,Betty O. Edwards,
000000000017,3,2,Unload,TSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],3636.99,,349169968372,Harriet N. Xing,
000000000017,4,1,Drop,WSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],4853.48,,,Samuel Yarbrough,
000000000017,5,1,Hook,JSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],3495.55,,,William U. O'Toole-Irvin,
000000000017,6,1,Drop,DSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],3556.62,125019193567,208985350635,Tammy Perry Dawson,
000000000017,7,1,Load,ISystem.Linq.Enumerable+EnumerablePartition`1[System.Char],9928.92,,356097935292,Patricia B. Benitez Williams,
000000000017,7,2,Drop,GSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],7663.33,,69364003605,Patricia K. Benitez,
000000000017,8,1,Load,YSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],5202.68,725302655707,388814587678,Janice R. Lewis,
000000000017,9,1,Load,velvet,5568.11,430218620169,928301462878,Roberta Irvin,
000000000017,10,1,Drop,WSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],2069.6,,393848421064,Quincy P. Mitchell,
000000000017,11,1,Drop,orange juice,4384.28,,865831450266,Patricia I. Thompson,
000000000018,2,1,Load,engine parts,5534.36,,,Patricia D. Edwards-Kern,
000000000018,4,1,Hook,KSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],1220.52,653652571677,,Betty V. Ramakrishnan,
000000000018,5,1,Unload,SSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],6349.69,427940142303,636522875773,Louise U. Perry,
000000000018,6,1,Load,WSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],4068.3,21472444242,,Betty Kern,
000000000018,7,1,Hook,SSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],1612.17,995935467631,,William Thompson,
000000000018,8,1,Hook,HSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],1588.9,,727256386063,Nancy Kern,
000000000018,10,1,Drop,PSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],6987.84,,,Oliver N. Anderson,
000000000019,2,1,Hook,PSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],6297.77,,72592278097,Mitchell E. Ramakrishnan,
000000000019,3,1,Hook,HSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],695.26,693441066088,504576371444,Quincy Smith,
000000000019,3,2,Unload,USystem.Linq.Enumerable+EnumerablePartition`1[System.Char],3200.05,,489521223277,Samuel R. Ramakrishnan,
000000000019,6,1,Unload,ice cream cones,2947.21,472001661424,474617708356,Quincy X. Xing,
000000000019,7,1,Drop,BSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],8418.59,,33493604076,Betty Yarbrough,
000000000019,9,1,Unload,nylon stockings,492.02,,,Oliver S. Underwood,
000000000020,2,1,Hook,QSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],3772.46,746007940133,512736996271,Nancy Underwood,
000000000020,3,1,Hook,RSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],4556.07,53365588154,8495330549,Yancey K. Smith,
000000000020,3,2,Unload,USystem.Linq.Enumerable+EnumerablePartition`1[System.Char],9256.34,312186324372,837269183827,Isaiah A. Dawson,
000000000020,4,1,Load,VSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],5527.55,387881178675,,Charles Covington,
000000000020,4,2,Unload,QSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],8349.43,,688285958037,Patricia Perry,
000000000020,5,1,Hook,quilts,269.65,,264538591582,Patricia Thompson,
000000000020,5,2,Unload,bricks,6257.59,161764327255,746351719378,William Nelson,Francis Benitez
000000000020,6,1,Unload,x-ray machine parts,2358.75,555803691102,,Nancy Benitez,
000000000020,7,1,Unload,ESystem.Linq.Enumerable+EnumerablePartition`1[System.Char],8029.19,275760239805,,Xaviera Edwards-Kern,
000000000021,2,1,Hook,USystem.Linq.Enumerable+EnumerablePartition`1[System.Char],5387.2,879721057975,827723884367,Francis Thompson Irvin,
000000000021,3,1,Hook,YSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],8902.99,433243922082,543456251787,Nancy Quasnoy,Tammy E. Underwood
000000000021,3,2,Drop,TSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],8650.6,138455631576,,Mitchell Anderson-Yarbrough,
000000000021,4,1,Hook,OSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],5501.42,,830137680166,Yancey F. O'Toole-French,
000000000021,4,2,Unload,NSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],651.75,8617219341,468067228505,Eduardo French,
000000000021,5,1,Load,SSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],2730.65,,533776328129,Oliver Benitez,
000000000021,5,2,Drop,uranium,639.25,723909532733,577726104311,Eduardo Perry-Anderson,Louise Underwood
000000000021,7,1,Hook,ASystem.Linq.Enumerable+EnumerablePartition`1[System.Char],6064.49,61058388948,6291002202,George H. Benitez-Underwood,Louise N. Anderson
000000000021,9,1,Drop,JSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],7252.96,757416832820,372931241890,Yancey Yarbrough,
000000000021,10,1,Hook,ISystem.Linq.Enumerable+EnumerablePartition`1[System.Char],7808.67,,575005444112,Francis M. Benitez,
000000000021,10,2,Drop,dogfood,9107.38,,772855393932,Harriet N. Underwood,
000000000021,11,1,Load,WSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],7684.03,97556410740,484703474950,Charles Dawson,
000000000021,12,1,Load,XSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],5888.13,,820804915017,Janice S. Underwood,
000000000021,12,2,Unload,KSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],4447.72,448686696923,,George H. Yarbrough,
000000000021,13,1,Drop,uranium,9849.15,378481966081,,Charles Benitez,
000000000021,14,1,Drop,quilts,1420.62,,,George T. Perry-Underwood,
000000000021,17,1,Unload,MSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],8995.73,992285781865,,Samuel V. Velazquez,
000000000022,2,1,Load,engine parts,6285.63,,,Betty Quasnoy,
000000000022,3,1,Unload,radium,2252.68,833100938169,251290599310,Quincy Perry-Irvin,
000000000022,4,1,Drop,SSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],7485.52,223502454276,547559403177,Samuel I. Harrison,
000000000022,5,1,Hook,TSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],2849.09,552462617238,245570558467,Patricia C. French,
000000000022,6,1,Load,FSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],2589.96,717864603118,864556378708,Nancy B. Grimes-Perry,Janice Benitez
000000000022,7,1,Drop,jogging pants,7164.02,943363031308,905931853760,Tammy W. Lewis-Nelson,
000000000023,2,1,Load,engine parts,1950.9,331633286588,351688415076,Charles Grimes,
000000000023,3,1,Load,turtle eggs,2728.94,398411892338,,Samuel U. Covington,
000000000023,3,2,Drop,potatoes,1638.26,,,Isaiah Underwood-Harrison,
000000000023,6,1,Hook,YSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],8826.62,287390896695,867212982232,Patricia Dawson-Benitez,Velma Benitez
000000000023,6,2,Unload,apples,4630.42,646035834498,928655252380,Eduardo L. Xing,
000000000023,7,1,Hook,CSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],4717.25,500245968821,694587859684,Eduardo Dawson,
000000000023,7,2,Drop,GSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],9074.7,856042122253,668319352107,Patricia O. Underwood,
000000000023,8,1,Hook,ESystem.Linq.Enumerable+EnumerablePartition`1[System.Char],586.47,,235180510522,Quincy L. Underwood,
000000000023,9,1,Drop,RSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],5699.3,442711811241,657285172036,Roberta B. Velazquez,
000000000023,10,1,Drop,GSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],457.99,598910015865,904655814600,Eduardo Quasnoy Benitez,
000000000023,11,1,Unload,WSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],6405.57,,96465273001,Ulysses S. Lewis,
000000000024,2,1,Hook,YSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],3991.26,364786865923,226993397324,Harriet Covington,
000000000024,3,1,Load,GSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],3107.83,615506328488,,Betty Thompson,
000000000024,4,1,Hook,BSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],2077.82,,922381685628,Eduardo O'Toole,
000000000024,4,2,Unload,ESystem.Linq.Enumerable+EnumerablePartition`1[System.Char],4073.18,108205735667,72998043402,Harriet P. Covington,
000000000024,5,1,Load,ESystem.Linq.Enumerable+EnumerablePartition`1[System.Char],3999.12,,,Alfred Lewis,
000000000024,6,1,Unload,CSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],2671.08,,642475205220,Quincy M. Jackson-Covington,
000000000025,2,1,Hook,CSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],6862.36,,,Samuel Harrison,
000000000025,7,1,Unload,hot dog buns,7165.52,796850792060,283226769347,Danielle Smith,
000000000026,2,1,Load,NSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],7256.35,,312412918972,George F. Harrison,
000000000026,3,1,Hook,KSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],6488.87,,829464185560,Isaiah K. Perry,
000000000026,5,1,Hook,PSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],538.95,200428121352,,Roberta D. Anderson-Kern,
000000000026,6,1,Drop,RSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],1903.23,,97040833536,Nancy H. Mitchell,
000000000026,7,1,Load,DSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],7518.89,9342114983,394740716007,Ulysses Ramakrishnan,
000000000026,8,1,Drop,krazy glue,2498.51,,,Yancey H. Harrison Edwards,
000000000026,9,1,Hook,velvet,2802.47,415945753090,577219954465,Tammy Edwards,
000000000026,11,1,Drop,SSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],5275.22,301060514495,643196765581,Francis Y. Smith-Underwood,
000000000027,2,1,Hook,RSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],6476.93,400818056178,222993443406,Ulysses B. Velazquez,
000000000027,4,1,Hook,orange juice,839.28,,588890131783,Francis U. Smith,
000000000027,5,1,Hook,JSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],1936.2,271682310586,802259999846,George Perry,
000000000027,8,1,Drop,KSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],4977.45,994818495359,,Tammy Irvin-O'Toole,
000000000028,2,1,Load,CSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],9979.6,284403261808,156610119925,William Smith,
000000000028,4,1,Drop,FSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],5139.43,78102168338,920478881449,Ulysses O'Toole,
000000000029,2,1,Load,NSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],7348.96,28418469721,33778444694,Eduardo Y. Anderson,
000000000029,3,1,Unload,jogging pants,9758.59,222784408068,154900169830,George C. Irvin,
000000000029,4,1,Unload,YSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],5578.73,658657511412,598181861298,Francis Lewis-Anderson,
000000000029,5,1,Unload,ISystem.Linq.Enumerable+EnumerablePartition`1[System.Char],4315.57,279020321031,457906577587,Alfred Velazquez,
000000000029,6,1,Drop,machinery,8037.52,,,Velma F. Grimes,
000000000029,7,1,Drop,DSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],6576.13,,639721781803,Danielle Irvin,
000000000029,8,1,Load,ESystem.Linq.Enumerable+EnumerablePartition`1[System.Char],8559.38,346279846925,188689466912,Roberta U. Covington-Grimes,
000000000029,9,1,Load,uranium,8919.33,,13138401733,Xaviera Perry,
000000000029,9,2,Drop,ISystem.Linq.Enumerable+EnumerablePartition`1[System.Char],331.51,,784963607929,Janice A. Lewis,
000000000029,10,1,Unload,GSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],1630.56,214152716878,376887740507,Quincy C. Jackson,
000000000030,2,1,Load,flash-frozen french fries,7705.06,,,Quincy O'Toole,
000000000030,3,1,Load,flash-frozen french fries,1048.49,19099533960,,Harriet Kern,
000000000030,3,2,Drop,ASystem.Linq.Enumerable+EnumerablePartition`1[System.Char],483.59,22745151041,903041158688,Isaiah G. Covington,
000000000030,4,1,Load,VSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],927.48,,104072370195,Patricia Smith,Roberta Edwards
000000000030,5,1,Drop,KSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],538.37,761591225489,42926010468,Tammy M. Anderson,
000000000030,6,1,Hook,krazy glue,5281.06,453873292501,689060426484,Xaviera Underwood,
000000000030,6,2,Unload,Caesar salad mix,5746.7,197954969305,999386000718,Oliver Yarbrough,
000000000030,7,1,Hook,VSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],2251.83,728513965447,309548328333,Isaiah Anderson-Grimes,
000000000030,7,2,Unload,HSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],2472.69,,241340600378,William Mitchell-Perry,
000000000030,8,1,Unload,RSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],395.84,,,Louise X. Ramakrishnan,
000000000030,9,1,Hook,MSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],9711.05,982974298740,297823575003,Danielle Underwood,
000000000030,9,2,Drop,PSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],7664.54,404321837695,266738370169,Betty Perry,
000000000030,11,1,Unload,USystem.Linq.Enumerable+EnumerablePartition`1[System.Char],7983.4,,,Samuel J. Nelson,
000000000030,12,1,Hook,LSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],6726.1,263857050717,,Louise V. Smith,William B. Nelson-French
000000000030,12,2,Unload,windows,4316.85,,,Xaviera Q. Thompson,Eduardo W. Jackson
000000000030,13,1,Load,XSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],1174.14,,,Kevin Anderson,
000000000030,14,1,Drop,JSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],8366.81,909221995973,563358342213,George E. Dawson,
000000000030,15,1,Load,ESystem.Linq.Enumerable+EnumerablePartition`1[System.Char],9665.91,167221624280,21236152414,Oliver R. Smith Benitez,
000000000030,16,1,Hook,PSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],9450.71,460940184512,125334797635,William Covington,
000000000030,17,1,Unload,JSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],8311.48,567644404187,477253223154,Betty O'Toole Irvin,
000000000031,2,1,Hook,velvet,4482.53,,984958953075,Isaiah Y. Anderson,
000000000031,3,1,Drop,OSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],6315.26,660676991794,2561562967,Yancey Lewis-French,
000000000032,2,1,Load,Caesar salad mix,2313.73,945594622947,,Alfred S. Thompson,
000000000032,3,1,Load,XSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],8149.94,397122501384,,Patricia F. French,
000000000032,3,2,Drop,VSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],1437.17,,,George Covington,
000000000032,4,1,Hook,WSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],6399.46,,606814343349,Xaviera Underwood,
000000000032,4,2,Unload,QSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],8275.06,138022619245,676200789176,Charles O'Toole-French,William Perry
000000000032,5,1,Hook,BSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],5784.26,128212063208,691565151539,Janice X. Edwards,
000000000032,5,2,Drop,ASystem.Linq.Enumerable+EnumerablePartition`1[System.Char],6776.69,384432849005,950454059417,Nancy Xing Grimes,
000000000032,9,1,Drop,DSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],5727.47,146692733310,,Yancey Quasnoy Kern,
000000000033,2,1,Hook,NSystem.Linq.Enumerable+EnumerablePartition`1[System.Char],5429.85,,233356972124,Tammy J. Dawson,
